fawn|হরিণ-শিশু
ambattur-padi|আমবাত্তুর-পড়ি
duration|সময়কাল
menu|মেনু
questionnaire|প্রশ্নমালা
bless|আশীর্বাদ করা,সৃষ্টিকর্তার অনুগ্রহ প্রর্থনা করা
regina|রেজিনা
recorded|রেকর্ডকৃত
hepatitis|হেপাটাইটিস,হেপাটাইটিস
conservative|সংরক্ষণশীল
veneto|ভেনেতো
lucasian.professor|লুকাসিয়ান অধ্যাপক
deficit|ঘাটতি
non-profit|অলাভজনক
esfahan|ইস্পাহান
rag|ছেঁড়া কাপড়
pulicat|পুলিকট
epson|এপসন
racism|বর্ণবাদ
business|ব্যবসা
sixth|ষষ্ঠ
equivalent|সমতুল্য
strained|নিপীড়িত
credits|স্বীকৃতি
fractured|চুর্ণীভূত
sixty|ষাট
top-right|উপরের ডানদিক
nmm|এনএমএম
aeon|যুগ,অকল্প,অনন্ত কাল
comparison|তুলনা,তুলনা
sri.aurobindo|শ্রী অরবিন্দ
central|মধ্য,কেন্দ্রীয়
midland|মিডল্যান্ড
powered|চালিত
chop|টুকরো টুকরো করে কাটা,টুকরো করে বা কুচি কুচি করে কাটা
east.bengal|ইষ্টবেঙ্গল
periodic.table|পর্যায় সারণি,পর্যায় সারণী
wolf|শেয়াল,নেকড়েবাঘ
greatly|অত্যন্ত
gondola|গন্ডোলা
palma|পালমা
referred|পরিচিত
antibody|অ্যান্টিবডি
processor|প্রসেসর
exported|রপ্তানীকৃত
outlook|দৃষ্টিকোণ
inclusion|অন্তর্ভুক্তি
informal.style|নিয়মহীন শৈলী
numerically|সংখ্যাগতভাবে
american.civil.war|মার্কিন গৃহযুদ্ধ
earring|কানের দুল
ambrosia|অমৃত
splash-screen|স্প্ল্যাশ পর্দা
single.layer|একক স্তর
shipbuilding|জাহাজ নির্মাণ
heated|গরমকৃত
elementary|প্রাথমিক
watchdog|প্রহরী
janata.dal|জনতা দল
nowadays|আজকাল
your|তোমার,আপনার,তোমাদের,আপনার,আপনাদের,তোর,তোদের
restless|অবিরাম
log|কার্যবিবরণী,লগ,লিপিবদ্ধকরণ,কার্যবিবরণী লেখা
prepare|প্রস্তুতি,প্রস্তুত করা
area|অংশ,অঞ্চল,ক্ষেত্র,অঞ্চল
weekend|সাপ্তাহিক ছুটির দিন
hertz|হার্টজ
sound.drivers|সাউন্ড ড্রাইভার
los|লস
bromide|ব্রোমাইড
low|অল্প,নিম্ন
lot|অনেক
airpower|বিমান শক্তি
politeness|নম্রতা
somerset|সমারসেট
terrestrial.latitude|পার্থিব অক্ষরেখা
irreversibly|চিরতরে
copacabana|কোপাকাবানা
warwick|ওয়ারউইক
delayed|বিলম্বিত
cottage|কুটির
podcast|পডকাস্ট
proposal|প্রস্তাব
outskirts|প্রান্ত
begawan|বেগওয়ান
fraud|প্রতারণা
illustrator|আঁকিয়ে
dominican|ডমিনিকান
embedded|সন্নিবেশিত
default|ডিফল্ট,স্বাভাবিক অবস্থায় ব্যবহৃত
potato|আলু
appliance|সরঞ্জাম
stapling|জুড়ে দেওয়া
toner|টোনার
gibberish|হ-য-ব-র-ল
beliefs|বিশ্বাস
cultural.context|সাংস্কৃতিক প্রসঙ্গ
weft|পড়েন,কাপড়ের পড়েনের সূতা
dangerous|বিপজ্জনক
scanner|স্ক্যানার
describe|বর্ণনা করা,বর্ণনা করা
indian.intelligence.bureau|ইন্ডিয়ান ইন্টেলিজেন্স ব্যুরো
reliability|নির্ভরযোগ্যতা
organised|সংগঠিত,আয়োজিত
sheath|খাপ
gradients|ঢালের মাত্রা
hospitals|হাসপাতাল
nerd|একরোখা প্রযুক্তিবিদ
almsman|ভিক্ষোপজীবি
innings|ইনিংস
credibility|বিশ্বাসযোগ্যতা
mathematica|ম্যাথেম্যাটিকা
storage|সংরক্ষণাগার
deinterlacer|ডিইন্টারলেসকারী
anarchy|নৈরাজ্য
trample|পদদলিত করা
valid|বৈধ,ত্রুটিহীন,সঠিক
mathematics|গণিত,গণিতবিদ্যা,অঙ্ক
you|আপনি,তুই,তুমি,আপনি
houseboat|ভাসমান বাড়ি
poor|দরিদ্র,পারিপাট্যহীন,গরীব,দূর্বল
meridian.plane|মধ্যতল
carpenter|ছুতোর
renaming|নামান্তরকরণ
peak|চূড়া,চূড়া,শৃঙ্গ
coverage|প্রতিবেদন প্রচার
red.blood.cells|লোহিত রক্তকণিকা
trotsky|ট্রটস্কি
calcutta.university|কলিকাতা বিশ্ববিদ্যালয়
building|ভবন,গড়া
assert|জাহির,জাহির করা
condensation|ঘনীভবন,সংক্ষেপন
controlled|নিয়ন্ত্রিত
windward|বায়ুর দিকে
apathy|অনীহা
moonlight|জোৎস্না
repay|পরিশোধ করা
kutch|কচ্ছ
robert|রবার্ট
break.down|ভেঙে ফেলা
outlining|রূপলেখা
surrounded|পরিবেষ্টিত
semantic|শব্দার্থবিদ্যা সম্বন্ধীয়
skeleton|কাঠামো
pointing|নির্দেশ করা
alleviation|উদ্যানে বেড়াইবার পথ
groundwork|ভিত্তি
govinda|গোবিন্দ
unrest|অশান্তি
quadrature|পাদসংস্থান
bequeath|উইলের মাধ্যমে দান করা
mp3|এমপিথ্রি
pejoratively|মর্যাদাহানিকর ভাবে
adhere|অনুগত থাকা,অনুগত থাকা
religious|ধর্মীয়,ধর্মীয়
auckland|অকল্যান্ড
refocus|পুনরায় ফোকাস করা,পুনরায় ফোকাস করা
first-run|প্রথমবার চালানো
nonlocal|স্থানীয় নয় এমন
zambian.blogger|জাম্বিয়ান ব্লগার
foster|প্রতিপালিত
spearhead|বল্লমের ডগা
gvimagepart|জিভি-ইমেজ-পার্ট
congee|চালের পায়েস
safety|নিরাপত্তা
nodes|নোড
planetary.orbit|গ্রহ-কক্ষ
relieve|উপশম হওয়া
attribution|আরোপন
confidential|গোপনীয়
lebanese|লেবানিয়
public.administration|জনপ্রশাসন
atal.bihari.vajpayee|অটল বিহারী বাজপেয়ী
mph|মাইল প্রতি ঘন্টা
coloured|রঙীন
me|আমি,আমি,স্বয়ং
perihelion|অনুসূর
vermilion|সিন্দুর
decide|নির্ধারণ করা,সিদ্ধান্ত নেওয়া
welcoming|স্বাগত জানানো
austerity|সন্ন্যাস
husband’s|স্বামীর
heaven|স্বর্গ
prime.meridian|মূল দ্রাঘিমা
louis|লুইস
ceaseless|অবিরাম
manager|ব্যবস্থাপক,ম্যানেজার
random|এলোমেলো
abaddon|নরক,নরক
india.act|ভারত শাসন আইন
study|অধ্যয়ন,অধ্যয়ন করা,অধ্যয়ন করা,অনুসন্ধান,গবেষণা
wantonness|কামুকতা,বিলাস,অমনযোগিতা
locomotive|রেল ইজ্ঞিন,রেলগাড়ির ইজ্ঞিন
cookies|কুকি
fence|বেড়া
sound-engine|সাউন্ড ইজ্ঞিন
enhancement|বর্ধিতকরণ
enjoin|আদেশ প্রদান করা,নির্দেশ দান করা
podcasts|পডকাস্ট
casual|অসতর্ক,দৈবাৎ সংঘটিত,সাময়িক,অমনোযোগী
chuckle|খিকখিক করে হাসি
canonical|বিধিসম্মত
conscience|বিবেক
ramachandran|রামচন্দ্রন
bomber|বোমা হামলাকারী
darkness|আঁধার
zeroconfplugin|জিরো-কনফ প্লাগিন
intelligent.software|মেধাসম্পন্ন সফটওয়্যার
belching|ঢেকুর তোলা
certificates|সনদপত্র
learned|বিজ্ঞ
retention|ধারণ
repugnant|বেমানান,ঘৃণ্য,বিকট,উত্কট,কদর্য
maud|মাউড
multinational|বহুজাতিক
edited|সম্পাদিত
ferocious|হিংস্র
loose|আলগা
modify|পরিবর্তন,পরিবর্তন করা
answers|উত্তর
forgive|ক্ষমা করা
selective|নির্বাচিত
lockerbie|লকারবি
excess|মাত্রাধিক্য
belize|বেলিজ
venomous|বিষধর
wireless.network|ওয়্যারলেস নেটওয়ার্ক
colored|রঙীন
ahead|আগে,সম্মুখে
coruña|করুনিয়া
inspired|অনুপ্রেরিত
whine|ঘ্যানঘ্যান,একঘেয়ে কান্না
unproved|অপ্রমাণিত
